id_da rua,Id_ponto,metragem,logradouro,numero,numero original,Data inicial,Data_final,fonte,autor_da_alimentação,Data
174,174-5,5,rua apa,5,5,15/01/1936,,"Livro de emplacamento 20, p. 304",Vitoria Martins,13/10/2018
174,174-5,5,rua apa ,,,14/01/1936,14/01/1936,"Livro de emplacamento 20, p. 304",Vitoria Martins,13/10/2018
174,174-31,30.90,rua apa,31,31,15/01/1936,,"Livro de emplacamento 20, p. 304",Vitoria Martins,13/10/2018
174,174-31,30.90,rua apa,34,34,30/12/1927,14/01/1936,"Livro de emplacamento 20, p. 304",Vitoria Martins,13/10/2018
174,174-31,30.90,rua apa,40,40,29/12/1927,29/12/1927,"Livro de emplacamento 11, p. 20",Vitoria Martins,13/10/2018
174,174-219,219.50,rua apa,219,219,15/01/1936,,"Livro de emplacamento 20, p. 304",Vitoria Martins,13/10/2018
174,174-219,219.50,rua apa,12,12,30/12/1927,14/01/1936,"Livro de emplacamento 20, p. 304",Vitoria Martins,13/10/2018
174,174-303,303.70,rua apa,303,303,15/01/1936,,"Livro de emplacamento 20, p. 304",Vitoria Martins,13/10/2018
174,174-303,303.70,rua apa,2,2,23/01/1911,14/01/1936,"Livro de emplacamento 20, p. 304; Livro de emplacamento 1, p.76",Vitoria Martins,13/10/2018
175,175-14,13.20,rua pyrineus,14,14,29/08/1940,,"Livro de emplacamento 27, p. 273",Vitoria Martins,13/10/2018
175,175-14,13.20,rua pyrineus,17,17,01/01/1911,28/08/1940,"Livro de emplacamento 27, p. 273; Livro de emplacamento 7, p. 128",Vitoria Martins,13/10/2018
175,175-14,13.20,rua pyrineus,13,13,08/05/1908,31/12/1910,"Livro de emplacamento 7, p. 128; Livro de emplacamento 7, p. 98",Vitoria Martins,13/10/2018
175,175-76,76.50,rua pyrineus,76,76,29/08/1940,,"Livro de emplacamento 27, p. 273",Vitoria Martins,13/10/2018
175,175-76,76.50,rua pyrineus,1,1,01/01/1911,28/08/1940,"Livro de emplacamento 27, p. 273; Livro de emplacamento 7, p. 128",Vitoria Martins,13/10/2018
175,175-29,29.00,rua pyrineus,29,29,29/08/1940,,"Livro de emplacamento 27, p. 273",Vitoria Martins,13/10/2018
175,175-29,29.00,rua pyrineus,26,26,22/12/1922,27/08/1940,"Livro de emplacamento 7, p. 188; Livro de emplacamento p. 273",Vitoria Martins,13/10/2018
175,175-29,29.00,rua pyrineus,32,32,08/05/1908,21/12/1922,"Livro de emplacamento 7 p. 188; Livro de emplacamento 7, p. 128",Vitoria Martins,13/10/2018
175,175-29,29.00,rua pyrineus,24,24,01/01/1911,31/12/1910,"Livro de emplacamento 7, p. 128",Vitoria Martins,13/10/2018
175,175-29,29.00,rua pyrineus,26.1,26A,28/08/1940,28/08/1940,"Livro de emplacamento 27, p. 273",Vitoria Martins,13/10/2018
175,175-75,74.00,rua pyrineus,75,75,29/08/1940,,"Livro de emplacamento 27, p. 273",Vitoria Martins,13/10/2018
175,175-75,74.00,rua pyrineus,16,16,22/12/1922,28/08/1940,"Livro de emplacamento 27, p. 273; Livro de emplacamento 7, p. 188",Vitoria Martins,13/10/2018
175,175-75,74.00,rua pyrineus,20,20,08/05/1908,21/12/1922,"Livro de emplacamento 7. p. 188; Livro de emplacamento 8, p. 188",Vitoria Martins,13/10/2018
175,175-75,74.00,rua pyrineus,18.1,18T,08/05/1908,31/12/1910,"Livro de emplacamento 7, p. 98; Livro de emplacamento 7, p. 188",Vitoria Martins,13/10/2018
175,175-119,118.70,rua pyrineus,16,16,08/05/1908,31/12/1910,"Livro de emplcamento 7, p. 128; Livro de emplacamento 7, p. 98",Vitoria Martins,13/10/2018
175,175-119,118.70,rua pyrineus,119,119,29/08/1940,,"Livro de emplacamento 27, p. 237",Vitoria Martins,13/10/2018
175,175-119,118.70,rua pyrineus,2,2,22/12/1922,28/08/1940,"Livro de emplacamento 27 p. 273; Livro de emplacamento 7, p. 188",Vitoria Martins,13/10/2018
175,175-119,118.70,rua pyrineus,8,8,08/05/1908,22/12/1922,"Livro de emplacamento 7, p. 188",Vitoria Martins,13/10/2018
175,175-119,118.70,rua pyrineus,6,6,07/08/1908,07/08/1908,"Livro de emplacamento 7, p. 98",Vitoria Martins,13/10/2018
176,176-21,20.60,rua camerino,21,21,01/10/1935,,"Livro de emplacamento 20, p. 75",Vitoria Martins,13/10/2018
176,176-21,20.60,rua camerino,1,1,02/01/1914,30/09/1935,"Livro de emplacamento 20, p. 75; Livro de emplacamento 3, p. 45",Vitoria Martins,13/10/2018
176,176-49,49.60,rua camerino,49,49,01/10/1935,,"Livro de emplacamento 20, p. 75",Vitoria Martins,13/10/2018
176,176-49,49.60,rua camerino,9,9,02/01/1914,30/09/1935,"Livro de emplacamento 20, p. 75; Livro de emplacamento 3, p. 45",Vitoria Martins,13/10/2018
176,176-49,49.60,rua camerino,3,3,01/01/1914,01/01/1914,"Livro de emplacamento 3, p. 45",Vitoria Martins,13/10/2018
176,176-99,98.10,rua camerino,99,99,01/10/1935,,"Livro de emplacamento 20, p. 75",Vitoria Martins,13/10/2018
176,176-99,98.10,rua camerino,25,25,02/01/1914,30/09/1935,"Livro de emplacamento 20, p. 75; Livro de emplacamento 3, p. 45",Vitoria Martins,13/10/2018
176,176-99,98.10,rua camerino,19,19,01/01/1914,01/01/1914,"Livro de emplacamento 3, p. 45",Vitoria Martins,13/10/2018
176,176-70,71.00,rua camerino,70,70,02/10/1935,,"Livro de emplacamento 20, p. 75",Vitoria Martins,13/10/2018
176,176-70,71.00,rua camerino,6,6,09/10/1930,30/09/1935,"Livro de emplacamento 20, p. 75;  Livro de emplacamento 17, p. 106",Vitoria Martins,13/10/2018
176,176-70,71.00,rua camerino,8,8,02/01/1914,08/10/1930,"Livro de emplcamento 17, p. 106; Livro de emplacamento 3, p. 45",Vitoria Martins,13/10/2018
176,176-70,71.00,rua camerino,4.1,4t,01/01/1914,01/01/1914,"Livro de emplacamento 3, p. 45",Vitoria Martins,13/10/2018
176,176-108,107.70,rua camerino,108,108,01/10/1935,,"Livro de emplacamento 20, p. 75",Vitoria Martins,13/10/2018
176,176-108,107.70,rua camerino,18,18,09/10/1930,30/09/1935,"Livro de emplacamento 20, p. 75; Livro de emplacamento 17, p. 106",Vitoria Martins,13/10/2018
229,229-9,8.60,rua conselheiro furtado,9,9,30/10/1934,,"Livro de emplacamento 19, p. 199",Vitoria Martins,14/10/2018
229,229-9,8.60,rua conselheiro furtado,1,1,19/08/1908,29/10/1934,"Livro de emplacamento 19, p. 199; Livro de emplacamento 2, p. 80",Vitoria Martins,14/10/2018
229,229-475,476.00,rua conselheiro furtado,475,475,30/10/1934,,"Livro de emplacamento 19, p. 199",Vitoria Martins,14/10/2018
229,229-475,476.00,rua conselheiro furtado,87,87,15/06/1922,29/10/1934,"Livro de emplacamento 19, p. 199",Vitoria Martins,14/10/2018
229,229-475,476.00,rua conselheiro furtado,81,81,19/08/1908,14/06/1922,"Livro de emplacamento 3, p. 76; Livro de emplacamento 2, p. 80",Vitoria Martins,14/10/2018
229,229-475,476.00,rua conselheiro furtado,63,63,18/08/1908,18/08/1908,"Livro de emplacamento 2, p. 80",Vitoria Martins,14/10/2018
229,229-20,19.30,rua conselheiro furtado,20,20,30/10/1934,,"Livro de emplacamento 19, p. 202",Vitoria Martins,14/10/2018
229,229-20,19.30,rua conselheiro furtado,2,2,19/08/1908,29/10/1934,"Livro de emplacamento 19, p. 202; Livro de emplacamento 2, p. 80",Vitoria Martins,14/10/2018
229,229-583,583.30,rua conselheiro furtado,583,583,30/10/1934,,"Livro de emplacamento 19, p. 202",Vitoria Martins,14/10/2018
229,229-583,583.30,rua conselheiro furtado,121,121,15/06/1922,23/10/1934,"Livro de emplacamento 19, p. 202",Vitoria Martins,14/10/2018
229,229-583,583.30,rua conselheiro furtado,115,115,19/08/1908,15/06/1922,"Livro de emplacamento 3, p. 76; Livro de emplacamento 2, p. 80",Vitoria Martins,14/10/2018
229,229-583,583.30,rua conselheiro furtado,95,95,18/08/1908,18/08/1908,"Livro de emplacamento 2,p. 80",Vitoria Martins,14/10/2018
230,230-9,10.00,rua conde de sarzedas,9,9,03/09/1934,,"Livro de emplacamento 19, p. 175",Vitoria Martins,14/10/2018
230,230-9,10.00,rua conde de sarzedas,1,1,22/09/1908,02/09/1934,"Livro de emplacamento 19, p. 175; Livro de emplacamento 22, p. 82",Vitoria Martins,14/10/2018
230,230-245,244.40,rua conde de sarzedas,245,245,03/09/1934,,Livro de emplacamento 19. p. 175,Vitoria Martins,14/10/2018
230,230-245,244.40,rua conde de sarzedas,71,71,10/07/1930,02/09/1934,"Livro de emplacamento 19, p. 175; Livro de emplacamento 17, p. 19",Vitoria Martins,14/10/2018
230,230-245,244.40,rua conde de sarzedas,57,57,03/02/1912,09/07/1930,"Livro de emplacamento 17, p. 19; Livro de emplacamento 3, p. 29",Vitoria Martins,14/10/2018
230,230-14,14.00,rua conde de sarzedas,14,14,03/09/1934,,"Livro de emplacamento 19, p. 176",Vitoria Martins,14/10/2018
230,230-14,14.00,rua conde de sarzedas,4,4,02/09/1934,02/09/1934,"Livro de emplacamento 19, p. 176",Vitoria Martins,14/10/2018
230,230-14,14.00,rua conde de sarzedas,2,2,22/09/1908,22/09/1908,"Livro de emplacamento 22, p. 82",Vitoria Martins,14/10/2018
232,232-31,31.60,rua santa luzia,31,31,28/03/1935,,"Livro de emplacamento 19, p. 260",Vitoria Martins,14/10/2018
232,232-31,31.60,rua santa luzia,3,3,27/03/1935,27/03/1935,"Livro de emplacamento 19, p. 260",Vitoria Martins,14/10/2018
232,232-91,92.00,rua santa luzia,91,91,28/03/1935,,"Livro de emplacamento 19, p. 260",Vitoria Martins,14/10/2018
232,232-91,92.00,rua santa luzia,7.1,7A,27/03/1935,27/03/1935,"Livro de emplacamento 19, p. 260",Vitoria Martins,14/10/2018
232,232-48,47.10,rua santa luzia,48,48,28/03/1935,,"Livro de emplacamento 19, p. 260",Vitoria Martins,14/10/2018
232,232-48,47.10,rua santa luzia,4,4,27/03/1935,27/03/1935,"Livro de emplacamento 19, p.260",Vitoria Martins,14/10/2018
232,232-88,87.50,rua santa luzia,88,88,28/03/1935,,"Livro de emplacamento 19, p. 260",Vitoria Martins,14/10/2018
232,232-88,87.50,rua santa luzia,16,16,27/03/1935,27/03/1935,"Livro de emplacamento 19, p. 260",Vitoria Martins,14/10/2018
235,235-31,30.30,rua dutra rodrigues ,31,31,28/07/1936,,"Livro de emplacamento 21, p. 203",Vitoria Martins,14/10/2018
235,235-31,30.30,rua dutra rodrigues ,1,1,27/07/1936,27/07/1936,"Livro de emplacamento 21, p. 203",Vitoria Martins,14/10/2018
235,235-99,99.30,rua dutra rodrigues ,99,99,28/07/1936,,"Livro de emplacamento 21, p. 203",Vitoria Martins,14/10/2018
235,235-99,99.30,rua dutra rodrigues ,23,23,27/07/1936,27/07/1936,"Livro de emplacamento 21, p. 203",Vitoria Martins,14/10/2018
235,235-183,183.50,rua dutra rodrigues ,183,183,28/07/1936,,"Livro de emplacamento 21, p. 203",Vitoria Martins,14/10/2018
235,235-183,183.50,rua dutra rodrigues ,47,47,27/07/1936,27/07/1936,"Livro de emplacamento 21, p. 203",Vitoria Martins,14/10/2018
235,235-32,32.60,rua dutra rodrigues ,32,32,28/07/1936,,"Livro de emplacamento 21, p. 204",Vitoria Martins,14/10/2018
235,235-32,32.60,rua dutra rodrigues ,2,2,27/07/1936,27/07/1936,"Livro de emplacamento 21, p. 204",Vitoria Martins,14/10/2018
235,235-98,98.00,rua dutra rodrigues ,98,98,28/07/1936,,"Livro de emplacamento 21, p. 204",Vitoria Martins,14/10/2018
235,235-98,98.00,rua dutra rodrigues ,24,24,27/07/1936,27/07/1936,"Livro de emplacamento 21, p. 204",Vitoria Martins,14/10/2018
235,235-190,190.30,rua dutra rodrigues ,190,190,28/07/1936,,"Livro de emplacamento 21, p. 204",Vitoria Martins,14/10/2018
235,235-190,190.30,rua dutra rodrigues ,58,58,27/07/1936,27/07/1936,"Livro de emplacamento 21, p. 204",Vitoria Martins,14/10/2018
236,236-31,30.70,rua d antonio mello,31,31,05/05/1936,,"Livro de emplacamento 21, p. 152",Vitoria Martins,14/10/2018
236,236-31,30.70,rua d antonio mello,1,1,04/05/1936,04/05/1936,"Livro de emplacamento 21, p. 152",Vitoria Martins,14/10/2018
236,236-83,84.00,rua d antonio mello,83,83,05/05/1936,,"Livro de emplacamento 21, p. 152",Vitoria Martins,14/10/2018
236,236-83,84.00,rua d antonio mello,23,23,04/05/1936,04/05/1936,"Livro de emplacamento 21, p. 152",Vitoria Martins,14/10/2018
236,236-167,167.70,rua d antonio mello,167,167,05/05/1936,,"Livro de emplacamento 21, p. 152",Vitoria Martins,14/10/2018
236,236-167,167.70,rua d antonio mello,53.1,53AT,04/05/1936,04/05/1936,"Livro de emplacamento 21, p. 152",Vitoria Martins,14/10/2018
236,236-14,14.20,rua d antonio mello,14,14,05/05/1936,,"Livro de emplacamento 21, p. 153",Vitoria Martins,14/10/2018
236,236-14,14.20,rua d antonio mello,2,2,04/05/1936,04/05/1936,"Livro de emplacamento 21, p. 153",Vitoria Martins,14/10/2018
236,236-90,90.40,rua d antonio mello,90,90,05/05/1936,,"Livro de emplacamento 21, p. 153",Vitoria Martins,14/10/2018
236,236-90,90.40,rua d antonio mello,20,20,04/05/1936,04/05/1936,"Livro de emplacamento 21, p. 153",Vitoria Martins,14/10/2018
236,236-196,196.60,rua d antonio mello,196,196,05/05/1936,,"Livro de emplacamento 21, p. 153",Vitoria Martins,14/10/2018
236,236-196,196.60,rua d antonio mello,48,48,04/05/1936,04/05/1936,"Livro de emplacamento 21, p. 153",Vitoria Martins,14/10/2018
238,238-33,33.10,rua guilherme maw,33,33,05/06/1936,,"Livro de emplacamento 21, p. 148",Vitoria Martins,15/10/2018
238,238-33,33.10,rua guilherme maw,1,1,10/05/1929,04/06/1936,"Livro de emplacamento 21, p. 148; 15, p. 42",Vitoria Martins,15/10/2018
238,238-73,72.30,rua guilherme maw,73,73,05/06/1936,,"Livro de emplacamento 21, p. 148",Vitoria Martins,15/10/2018
238,238-73,72.30,rua guilherme maw,15,15,10/05/1929,04/06/1936,"Livro de emplacamento 21, p. 148",Vitoria Martins,15/10/2018
238,238-73,72.30,rua guilherme maw,13,13,09/05/1929,09/05/1929,"Livro de emplacamento 15, p. 42",Vitoria Martins,15/10/2018
238,238-179,179.80,rua guilherme maw,179,179,05/06/1936,,"Livro de emplacamento 21, p. 148",Vitoria Martins,15/10/2018
238,238-179,179.80,rua guilherme maw,37,37,10/05/1929,04/06/1936,"Livro de emplacamento 21, p. 148",Vitoria Martins,15/10/2018
238,238-179,179.80,rua guilherme maw,47,47,09/05/1929,09/05/1929,"LIvro de emplacamento 15, p. 42",Vitoria Martins,15/10/2018
238,238-40,40.10,rua guilherme maw,40,40,05/06/1936,,"Livro de emplacamento 21, p. 148",Vitoria Martins,15/10/2018
238,238-40,40.10,rua guilherme maw,2,2,10/05/1929,04/06/1936,"Livro de emplacamento 21, p. 148; 15 p. 42",Vitoria Martins,15/10/2018
238,238-90,90.40,rua guilherme maw,90,90,05/06/1936,,"Livro de emplacamento 21, p. 148",Vitoria Martins,15/10/2018
238,238-90,90.40,rua guilherme maw,18,18,10/05/1929,04/06/1936,"Livro de emplacamento 21,p. 148",Vitoria Martins,15/10/2018
238,238-166,166.60,rua guilherme maw,166,166,05/06/1936,,"Livro de emplacamento 21, p. 148",Vitoria Martins,15/10/2018
238,238-166,166.60,rua guilherme maw,42.1,42A,10/05/1929,04/06/1936,"Livro de emplacamento 21, p. 148",Vitoria Martins,15/10/2018
238,238-166,166.60,rua guilherme maw,40,40,09/05/1929,09/05/1929,"Livro de emplacamento 15, p. 42",Vitoria Martins,15/10/2018
233,233-33,34.00,rua dos andradas,33,33,21/10/1935,,"LIvro de emplacamento 20 , p. 110",Vitoria Martins,15/10/2018
233,233-33,34.00,rua dos andradas,1,1,22/12/1908,20/10/1935,"LIvro de emplacamento 20 , p. 110; 1 p. 12",Vitoria Martins,15/10/2018
233,233-193,193.60,rua dos andradas,193,193,21/10/1935,,"LIvro de emplacamento 20 , p. 110",Vitoria Martins,15/10/2018
233,233-193,193.60,rua dos andradas,29,29,18/08/1930,20/10/1935,"LIvro de emplacamento 20 , p. 110; 17 p. 52",Vitoria Martins,15/10/2018
233,233-409,409.50,rua dos andradas,409,409,21/10/1935,,"LIvro de emplacamento 20 , p. 110",Vitoria Martins,15/10/2018
233,233-409,409.50,rua dos andradas,73,73,18/08/1930,20/10/1935,"LIvro de emplacamento 20 , p. 110",Vitoria Martins,15/10/2018
233,233-42,41.10,rua dos andradas,42,42,21/10/1935,,"LIvro de emplacamento 20 , p. 110",Vitoria Martins,15/10/2018
233,233-42,41.10,rua dos andradas,2,2,18/08/1930,20/10/1935,"LIvro de emplacamento 20 , p. 110",Vitoria Martins,15/10/2018
233,233-200,200.30,rua dos andradas,200,200,21/10/1935,,"LIvro de emplacamento 20 , p. 110",Vitoria Martins,15/10/2018
233,233-200,200.30,rua dos andradas,20,20,18/08/1930,20/10/1935,"LIvro de emplacamento 20 , p. 110",Vitoria Martins,15/10/2018
233,233-200,200.30,rua dos andradas,16,16,22/12/1908,17/08/1930,"Livro de emplacamento 17, p. 52",Vitoria Martins,15/10/2018
233,233-200,200.30,rua dos andradas,24,24,21/12/1908,21/12/1908,"Livro de emplacamento 1, p. 12",Vitoria Martins,15/10/2018
233,233-408,407.80,rua dos andradas,408,408,21/10/1935,,"LIvro de emplacamento 20 , p. 110",Vitoria Martins,15/10/2018
233,233-408,407.80,rua dos andradas,58.1,58A,18/08/1930,20/10/1935,"LIvro de emplacamento 20 , p. 110",Vitoria Martins,15/10/2018
234,234-22,21.70,rua sao caetano,22,22,03/08/1937,,"Livro de emplacamento 22, p. 381",Vitoria Martins,15/10/2018
234,234-22,21.70,rua sao caetano,2,2,14/06/1909,02/08/1937,"Livro de emplacamento 22, p. 381; 8 p. 126",Vitoria Martins,15/10/2018
234,234-252,251.60,rua sao caetano,252,252,03/08/1937,,"Livro de emplacamento 22, p. 381",Vitoria Martins,15/10/2018
234,234-252,251.60,rua sao caetano,48,48,02/08/1937,02/08/1937,"Livro de emplacamento 22, p. 381",Vitoria Martins,15/10/2018
234,234-590,589.90,rua sao caetano,590,590,03/08/1937,,"Livro de emplacamento 22, p. 382",Vitoria Martins,15/10/2018
234,234-590,589.90,rua sao caetano,122,122,02/08/1937,02/08/1937,"Livro de emplacamento 22, p. 382",Vitoria Martins,15/10/2018
234,234-1094,1095.00,rua sao caetano,1094,1094,03/08/1937,,"Livro de emplacamento 22, p. 383",Vitoria Martins,15/10/2018
234,234-1094,1095.00,rua sao caetano,260,260,02/08/1937,02/08/1937,"Livro de emplacamento 22, p. 383",Vitoria Martins,15/10/2018
234,234-13,13.70,rua sao caetano,13,13,03/08/1937,,"Livro de emplacamento 22, p. 384",Vitoria Martins,15/10/2018
234,234-13,13.70,rua sao caetano,1,1,25/07/1907,02/08/1937,"Livro de emplacamento 22, p. 384; 8 p. 88",Vitoria Martins,15/10/2018
234,234-283,282.50,rua sao caetano,283,283,03/08/1937,,"Livro de emplacamento 22, p. 384",Vitoria Martins,15/10/2018
234,234-283,282.50,rua sao caetano,63,63,15/07/1929,02/08/1937,"Livro de emplacamento 22, p. 384",Vitoria Martins,15/10/2018
234,234-283,282.50,rua sao caetano,55,55,25/07/1907,14/07/1929,"Livro de emplacamento 15, p.141; 8 p. 88",Vitoria Martins,15/10/2018
234,234-283,282.50,rua sao caetano,53,53,24/07/1907,24/07/1907,"Livro de emplacamento 8, p. 88",Vitoria Martins,15/10/2018
234,234-593,592.80,rua sao caetano,591,591,03/08/1937,,"Livro de emplacamento 22, p 385",Vitoria Martins,15/10/2018
234,234-593,592.80,rua sao caetano,143,143,15/07/1929,02/08/1937,"Livro de emplacamento 22, p. 385",Vitoria Martins,15/10/2018
234,234-593,592.80,rua sao caetano,135,135,25/07/1907,14/07/1929,"Livro de emplacamento 15, p. 141; 8 p. 88",Vitoria Martins,15/10/2018
234,234-593,592.80,rua sao caetano,123,123,24/07/1907,24/07/1907,"Livro de emplacamento 8, p. 88",Vitoria Martins,15/10/2018
234,234-1055,1054.60,rua sao caetano,1055,1055,03/08/1937,,"Livro de emplacamento 22, p. 386",Vitoria Martins,15/10/2018
234,234-1055,1054.60,rua sao caetano,249,249,15/07/1929,02/08/1937,"Livro de emplacamento 22, p. 386",Vitoria Martins,15/10/2018
234,234-1055,1054.60,rua sao caetano,251,251,25/07/1097,14/07/1929,"Livro de emplacamento 15, p. 141; 8 p. 88",Vitoria Martins,15/10/2018
255,255-30,30.70,rua camomil ,30,30,19/05/1937,,"Livro de emplacamento 22, p. 145",Vitoria Martins,16/10/2018
255,255-30,30.70,rua camomil ,2,2,18/05/1937,18/05/1937,"Livro de emplacamento 22, p. 145",Vitoria Martins,16/10/2018
255,255-170,169.10,rua camomil ,170,170,19/05/1937,,"Livro de emplacamento 22, p. 145",Vitoria Martins,16/10/2018
255,255-170,169.10,rua camomil ,30,30,18/05/1937,18/05/1937,"Livro de emplacamento 22, p. 145",Vitoria Martins,16/10/2018
255,255-272,265.60,rua camomil ,266,266,19/05/1937,,"Livro de emplacamento 22, p. 145",Vitoria Martins,16/10/2018
255,255-272,265.60,rua camomil ,42,42,18/05/1937,18/05/1937,"Livro de emplacamento 22, p. 145",Vitoria Martins,16/10/2018
255,255-29,30.00,rua camomil ,29,29,19/05/1937,,"Livro de emplacamento 22, p. 146",Vitoria Martins,16/10/2018
255,255-29,30.00,rua camomil ,1,1,18/05/1937,18/05/1937,"Livro de emplacamento 22, p. 146",Vitoria Martins,16/10/2018
255,255-183,183.40,rua camomil ,183,183,19/05/1937,,"Livro de emplacamento 22, p. 146",Vitoria Martins,16/10/2018
255,255-183,183.40,rua camomil ,39,39,18/05/1937,18/05/1937,"Livro de emplacamento 22, p. 146",Vitoria Martins,16/10/2018
255,255-287,286.80,rua camomil ,287,287,19/05/1937,,"Livro de emplacamento 22, p. 146",Vitoria Martins,16/10/2018
255,255-287,286.80,rua camomil ,53.1,53A,18/05/1937,18/05/1937,"Livro de emplacamento 22, p. 146",Vitoria Martins,16/10/2018
259,259-15,30.20,rua jurua,31,31,27/07/1938,,"Livro de emplacamento 25, p. 73",Vitoria Martins,16/10/2018
259,259-15,30.20,rua jurua,1,1,26/07/1938,26/07/1938,"Livro de emplacamento 25, p. 73",Vitoria Martins,16/10/2018
259,259-127,126.10,rua jurua,127,127,27/07/1938,,"Livro de emplacamento 25, p. 73",Vitoria Martins,16/10/2018
259,259-127,126.10,rua jurua,21,21,02/09/1925,26/07/1938,"Livro de emplacamento 25, p. 73; 5 p. 96",Vitoria Martins,16/10/2018
259,259-127,126.10,rua jurua,35.1,35A,26/07/1938,01/09/1925,"Livro de emplacamento 5, p. 96",Vitoria Martins,16/10/2018
259,259-44,43.10,rua jurua,44,44,27/07/1938,,"Livro de emplacamento 25, p. 74",Vitoria Martins,16/10/2018
259,259-44,43.10,rua jurua,150,150,26/07/1938,26/07/1938,"Livro de emplacamento 25, p. 74",Vitoria Martins,16/10/2018
259,259-98,98.80,rua jurua,98,98,27/07/1938,,"Livro de emplacamento 25, p. 74",Vitoria Martins,16/10/2018
259,259-98,98.80,rua jurua,18,18,26/07/1938,26/07/1938,"Livro de emplacamento 25, p. 74",Vitoria Martins,16/10/2018
258,258-32,32.90,rua itaquy,32,32,14/05/1937,,"Livro de emplacamento 22, p. 212",Vitoria Martins,17/10/2018
258,258-32,32.90,rua itaquy,2.1,2AT,25/06/1920,13/05/1937,"Livro de emplacamento 22, p. 212",Vitoria Martins,17/10/2018
258,258-250,249.50,rua itaquy,250,250,14/05/1937,,"Livro de emplacamento 22, p. 212",Vitoria Martins,17/10/2018
258,258-250,249.50,rua itaquy,16,16,02/09/1925,13/05/1937,"Livro de emplacamento 22, p. 212; 5,p. 37",Vitoria Martins,17/10/2018
258,258-250,249.50,rua itaquy,20,20,01/09/1925,01/09/1925,"Livro de emplacamento 22, p. 212",Vitoria Martins,17/10/2018
258,258-480,479.20,rua itaquy,480,480,14/05/1937,,"Livro de emplacamento 22, p. 212",Vitoria Martins,17/10/2018
258,258-480,479.20,rua itaquy,50,50,13/05/1937,13/05/1937,"Livro de emplacamento 22, p. 212",Vitoria Martins,17/10/2018
258,258-63,62.70,rua itaquy,63,63,14/05/1937,,"Livro de emplacamento 22, p. 213",Vitoria Martins,17/10/2018
258,258-63,62.70,rua itaquy,5,5,13/05/1937,13/05/1937,"Livro de emplacamento 22, p. 213",Vitoria Martins,17/10/2018
258,258-233,232.20,rua itaquy,233,233,14/05/1937,,"Livro de emplacamento 22, p. 213",Vitoria Martins,17/10/2018
258,258-233,232.20,rua itaquy,17,17,13/05/1937,13/05/1937,"Livro de emplacamento 22, p. 213",Vitoria Martins,17/10/2018
258,258-513,513.50,rua itaquy,513,513,14/05/1937,,"Livro de emplacamento 22, p. 213",Vitoria Martins,17/10/2018
258,258-513,513.50,rua itaquy,65,65,13/05/1937,13/05/1937,"Livro de emplacamento 22, p. 213",Vitoria Martins,17/10/2018
289,289-73,72.50,rua silva telles,73,73,19/04/1939,,"Livro de emplacamento 26, p. 176",Vitoria Martins,17/10/2018
289,289-73,72.50,rua silva telles,1,1,14/05/1928,18/04/1939,"Livro de emplacamento 26, p. 176",Vitoria Martins,17/10/2018
289,289-73,72.50,rua silva telles,7,7,03/03/1913,13/05/1928,"Livro de emplacamento 14, p. 86; 8, p.197",Vitoria Martins,17/10/2018
289,289-221,220.50,rua silva telles,221,221,19/04/1939,,"Livro de emplacamento 26, p. 176",Vitoria Martins,17/10/2018
289,289-221,220.50,rua silva telles,45,45,15/03/1911,18/04/1939,"Livro de emplacamento 26, p. 176",Vitoria Martins,17/10/2018
289,289-24,23.60,rua silva telles,24,24,19/04/1939,,"Livro de emplacamento 26, p. 176",Vitoria Martins,17/10/2018
289,289-24,23.60,rua silva telles,2,2,19/03/1908,18/04/1939,"Livro de emplacamento 26, p. 179; 8, p. 84",Vitoria Martins,17/10/2018
289,289-220,220.70,rua silva telles,220,220,19/04/1939,,"Livro de  emplacamento 26, p. 179",Vitoria Martins,17/10/2018
289,289-220,220.70,rua silva telles,54,54,14/05/1928,18/04/1939,"Livro de emplacamento 26, p. 179; 14, p. 87",Vitoria Martins,17/10/2018
289,289-220,220.70,rua silva telles,52.1,52A,15/03/1911,18/04/1939,"Livro de emplacamento 14, p. 87; 8, p.182",Vitoria Martins,17/10/2018
290,290-12,11.20,rua miller,12,12,10/06/1937,,"Livro de emplacamento 22, p. 233",Vitoria Martins,17/10/2018
290,290-12,11.20,rua miller,2,2,02/09/1907,09/06/1937,"Livro de emplacamento 22, p. 233; 6 p. 64",Vitoria Martins,17/10/2018
290,290-366,366.10,rua miller,366,366,10/06/1937,,"Livro de emplacamento 22, p. 233",Vitoria Martins,17/10/2018
290,290-366,366.10,rua miller,94,94,08/10/1928,09/06/1937,"Livro de emplacamento 22, p. 233",Vitoria Martins,17/10/2018
290,290-366,366.10,rua miller,96,96,07/10/1928,07/10/1928,"Livro de emplacamento 22, p. 233",Vitoria Martins,17/10/2018
290,290-836,837.40,rua miller,836,836,10/06/1937,,"Livro de emplacamento 22, p. 234",Vitoria Martins,17/10/2018
290,290-836,837.40,rua miller,218,218,08/10/1928,09/06/1937,"Livro de emplacamento 22, p. 234; 14 p. 10",Vitoria Martins,17/10/2018
290,290-59,58.60,rua miller,59,59,10/06/1937,,"Livro de emplacamento 22, p. 235",Vitoria Martins,17/10/2018
290,290-59,58.60,rua miller,3,3,02/09/1907,09/06/1937,"Livro de emplacamento 22, p. 235; 6, p. 63",Vitoria Martins,17/10/2018
